0x83dd82dd9bb54c5a53e11fa84e00daf029a120f3,1
0x2aafc4b0bb30384031ab8150264349c99d988fad,1
0xeabce3a39ae018021b17cf7ba1b454ed1bd52c94,4
0x7e84d97333d816bc17766190ec87efe9a170987c,1
0x8c294eda805e9559c336f6e352ef4c30c084fc82,2
0x08c9e10c39d21a98722bad2b2b03a3c78524754b,1
0x17553ae6ee2c014f340bd89cf120572a5aba4fb2,1
0xf1e696ffe34030e400e145482e637b78941a10f7,1
0xf4ce71d465dc786072592839fa1226f5aafbc4ac,2
0x624119f7710a36e86af1e0e0baa9f04ad466e097,1
0x972a2b2651c811834cd1d19a9506d876b87d4120,1
0xed5bbacbc47b5699659d4935392b55c23c55b842,1
0x229c47b4c87a927166e57e7cc2464ee96d4aa883,1
0x50e15b5b3041c86afdf645e9d3cde2d08e86c418,1
0x1370d0d188dc1b59e894a6333c0fc2e52081fce3,1
0x2ff6c25e751812e9445948f7b376c7691ed0aea9,1
0x3dcc72e2c811bf78c76f2ddc77ccf8b928bc7e51,1
0x285c9f1828675c519d1498e1b852edff665b5313,1
0x8b41667bacf5094a575f3856cd7bee4a7a8db366,1
0x2d4a249afc153512ee0c0b3c9e8007848ab7b4fb,1
0x24df9f5a2624db695ee695399fd43deb62c475bd,1
0xf418537a4ef09847ceb3580eb3d488878862bb6c,1
0xee1c1f7a6c916b9d8e66f2bbf332c76dfc6cf6d1,1
0x566651f673ff7265cdfc84b3cdacb2bb0bfdd4c2,1
0x08e246133eaed4b93beadc8201b969a0245c8c5e,1
0x902d2b50ad741c92e96e74c082733dda737b9859,1
0x6991581435e1341de17b52889bc5929f7d02fad1,1
0xd39747d9e1732136b0fc23da245a067f0de5f059,1
0x5caafd1ff539d4e58a4b6c8e79387508504230f2,1
0x62c6916b8b02982f924d2807b00d5dbf7d106812,1
0x859413fbb1192619d1e31742f532a03babdc0fd8,1
0x8ecdff1db81a3877fead2e8ddd432836310541da,1
0x34e1cf1157500619aba86af20d4ee6869a96eb99,1
0x23db8ddb062a0984935cf17247e992089e115b3d,1
0x8414ac3329135ad5576b1da2c13b5e87e216e21f,1
0xfeb59b6e083c42e83df7e4214988418bfbce1041,2
0xcc6a3a8b9da93181d833818adad7af851acd7e6d,1
0x17f46eab35d71a0cde5ee976d47176031c694ad7,1
0xe26122dcdc66531f6b40714771032431efd621c0,1
0x2c71c0a92b9b0a23f7f0140082bd92d4e2a124cb,1
0x0aa10271c583bf18002494a0ecefaa3158f5064b,1
0x8884efb80942936f4ce23d449f23db412ca94d34,1
0x8fe4a1181d8cef224f5fd43714b1a5a5a8de4fee,1
0x4c28bb19bdb87108015869707ccb4748df538c2f,1
0x5e8cce396d6ae4c05c88399bdeb3dbcb9b32a345,1
0xa51d7f5908bab8a401fc342f3fff007cb3eeef76,1
0x5c546563b26f7d5c7f7f2d6f176bbddb3c95a27d,1
0x881fdff739263be27ada9af10ff3ee1295c7f2b5,1
0x5ac6f09664b0cf3930ccbd9690ffc2a61c8e231e,1
0xdff9e8e88df5ee3c4286a9f67d3d73b7f7a25577,1
0xd4cf31c85682fa3d5583cc2d73b9e128eef0d242,1
0x050d0ff553747cf65c606524777afff62b250e71,1
0xdd40a45cb4716a0353dc046af66808a5587fb404,1
0x1b6173382d6e65c7a212e51a784ce40472a69e97,1
0x9917f816befc3f7c6da7cf0f089a5a2474a8f598,1
0xe1d071af54884c9a59333db1ce6a3d8ebe7245db,1
0x22ed2ef699e9112427f452d50a3ccfc39f5b3829,1
0xe9b31adbcecc7f0dfa0007a44025177e305471fe,1
0x9bd3240e2539ff49f7067b38589d6721950656a1,1
0x82a7e02b745c24ba513b691d62487b21a0778e38,1